[2019-08-26 04:30:42] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5FLVEYXjd3HRaCAY9LyyR_Y&mid=&merchid=&authkey=NzEyYzd3QjZXMmpiK2c4M0FjYVg5VnhrRWF5d0pSdThlWVpDcU1Fc0t4eVUrYnhhQmtHRjBnemx3Mm1mdVJXb24vdU5uNXp2ekxkZUszMUhlV3d0QnpNb3BTMmtDUzJSVjhhU0NZeGhJemxGUFE%3D&timestamp=1566765041117 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:04] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812164221 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:05] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&authkey=&timestamp=1566812164185 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812164288 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:05] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812164276 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:06] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812164263 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:07] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=MGE4NkRpcVVCdlA2K2tLYlM1dE9BT1pNU1NvQ0pMUHdwSUFndStEaXFKRHluQzhqMmVIZHd5czVUck9VQjl0eHhocFBka2E1Rmp4ajhjUCsrOWRMOEVqRkRLa0Y1VXhpdmw2Z0tndTBVbGUxRnc%3D&timestamp=1566812166751 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:07] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=Y2M5MzZNY3laTkwwSm5ZckpmZThnL2gwQjVWc2RaSDZQTk85SUVwdDB1cU56QVltd29kS0tOK0RIM2dhZnVuUnJXZDVtcVVXbkRvNEdBcGx5YThPV205dEFlT253ZCtrenhKdlhzRnRLUVcwSGc%3D&timestamp=1566812167077 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:29] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812188713 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:29] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812188699 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812204815 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812204826 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:45] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812204801 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:58] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812218069 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:58] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812218113 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812218167 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:58] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812218184 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:36:59] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812218197 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:02] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812222269 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:02] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812222253 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812234499 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812234517 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812234480 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:15] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812235401 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:16] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812235442 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:16] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812235425 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812241299 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812241319 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:37:22] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5PmQIH1M0GB_dN8lwcPwCpc&mid=&merchid=&authkey=&timestamp=1566812241338 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:49:28] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5D9tfP5mzMP7QARg9EwiKI8&authkey=MTViM0Vab0lLdzJqUDJvV04xRC9DVTFVS0Z3c1paRXZaYU93TXRFejdXT2dFQTVEVk9Zb1V5VFZ4UHFBejlmT1JwTStJMDhh&timestamp=1566812967099 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 17:49:29] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5D9tfP5mzMP7QARg9EwiKI8&authkey=MzUyZFNHa1VlaGwxNjQ0OCsxZlZmNnN4NG9HWW5ta2Nham5tU21sV2pJdGQ3cm5FYitNRXNBYk01WkFQMjZFL2N2eXU4NVNs&timestamp=1566812967356 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 18:59:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=&timestamp=1566817176674 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 18:59:39] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=&timestamp=1566817176616 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 18:59:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=&timestamp=1566817176647 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 18:59:39] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=&timestamp=1566817176663 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 18:59:42] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&authkey=&timestamp=1566817176587 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 19:01:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=NzllNUJKRUdMR0ovd29UcU0yZ0Z0N1AzY1R4N0F4TXZwclBPbXVqOTVUYUF5S3FCY25heG1yYmZ3M0RsVUNrdmk3WGlqZm1WUE1xZ1FBd2dLUUtrUjM0Y2RPQVZWNytWNFFCN1NYTnlJemV6MkE%3D&timestamp=1566817267994 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 19:01:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=NzllNUJKRUdMR0ovd29UcU0yZ0Z0N1AzY1R4N0F4TXZwclBPbXVqOTVUYUF5S3FCY25heG1yYmZ3M0RsVUNrdmk3WGlqZm1WUE1xZ1FBd2dLUUtrUjM0Y2RPQVZWNytWNFFCN1NYTnlJemV6MkE%3D&timestamp=1566817268043 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 19:01:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=NzllNUJKRUdMR0ovd29UcU0yZ0Z0N1AzY1R4N0F4TXZwclBPbXVqOTVUYUF5S3FCY25heG1yYmZ3M0RsVUNrdmk3WGlqZm1WUE1xZ1FBd2dLUUtrUjM0Y2RPQVZWNytWNFFCN1NYTnlJemV6MkE%3D&timestamp=1566817268086 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 19:01:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=NzllNUJKRUdMR0ovd29UcU0yZ0Z0N1AzY1R4N0F4TXZwclBPbXVqOTVUYUF5S3FCY25heG1yYmZ3M0RsVUNrdmk3WGlqZm1WUE1xZ1FBd2dLUUtrUjM0Y2RPQVZWNytWNFFCN1NYTnlJemV6MkE%3D&timestamp=1566817268113 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-26 19:01:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5MiMWycVwd9QIocsOG2iHIc&mid=&merchid=&authkey=NzllNUJKRUdMR0ovd29UcU0yZ0Z0N1AzY1R4N0F4TXZwclBPbXVqOTVUYUF5S3FCY25heG1yYmZ3M0RsVUNrdmk3WGlqZm1WUE1xZ1FBd2dLUUtrUjM0Y2RPQVZWNytWNFFCN1NYTnlJemV6MkE%3D&timestamp=1566817268102 yoxwechatbusinessModel::set_user:BEGIN
