[2019-07-20 00:06:46] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ninbj6lI7wXJMKVuorPPoo&mid=&merchid=&authkey=MWQwY1BtV3dRbllmZmhaRHFtWjZBSHU0bmtiNzhyRllxcmg2d0lIWjNjVXJxcXVueEFNU3Y2U1pRRzNRNEY4S2ZqMWdPa29XaVlodEdZenNxMVRNc2YxdUpzWlJZVE95bkEvVEszNXpkS25Ma0E%3D&timestamp=1563552405838 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:11:28] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603077894 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:11:28] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603077894 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:12:34] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603154643 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:12:34] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603154643 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:12:36] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603156294 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:12:36] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603156294 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:12:45] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=2&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603165545 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:12:45] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=2&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603165545 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:12:58] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603167719 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:12:58] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603167719 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:13:20] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603200253 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:13:20] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603200253 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:13:44] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603213685 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:13:44] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603213685 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:13:56] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603225632 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:13:56] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603225632 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603237406 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603237406 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:14:12] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=185&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603242208 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:14:12] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=185&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603242208 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:14:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603272611 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:14:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603272611 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:14:46] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=185&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603276276 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:14:46] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=185&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603276276 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:14:53] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603293693 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:14:53] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-20&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603293693 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:11] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311502 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:11] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311502 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:11] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311686 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:11] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311686 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311765 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311765 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311797 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311797 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311828 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603311828 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:21] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=MzcwZE9XeDl0RGdJdXZtcHRVd0RQc044b1d2Mm5sSktsTi9rWkxBVGEweHRrK3BYNWFkVytFbmMrSDkzWFRSTGQ3NzlvNW5JYkE4aFBGTDlkYVdmL29KakRDTQ%3D%3D&timestamp=1563603321258 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:21] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=MzcwZE9XeDl0RGdJdXZtcHRVd0RQc044b1d2Mm5sSktsTi9rWkxBVGEweHRrK3BYNWFkVytFbmMrSDkzWFRSTGQ3NzlvNW5JYkE4aFBGTDlkYVdmL29KakRDTQ%3D%3D&timestamp=1563603321258 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:21] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=MzcwZE9XeDl0RGdJdXZtcHRVd0RQc044b1d2Mm5sSktsTi9rWkxBVGEweHRrK3BYNWFkVytFbmMrSDkzWFRSTGQ3NzlvNW5JYkE4aFBGTDlkYVdmL29KakRDTQ%3D%3D&timestamp=1563603321284 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:21] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=MzcwZE9XeDl0RGdJdXZtcHRVd0RQc044b1d2Mm5sSktsTi9rWkxBVGEweHRrK3BYNWFkVytFbmMrSDkzWFRSTGQ3NzlvNW5JYkE4aFBGTDlkYVdmL29KakRDTQ%3D%3D&timestamp=1563603321284 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:15:38] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-17&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603337980 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:15:38] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-17&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603337980 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:16:10] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603359647 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:16:10] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603359647 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:19] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-17&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603439372 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:19] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&keyword=%E7%99%BE&begin_time=2019-07-01&end_time=2019-07-17&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603439372 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454293 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454293 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454394 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454394 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454471 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454471 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454523 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:34] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454523 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:35] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454552 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:35] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603454552 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603463177 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:43] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603463177 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:43] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603463324 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:43] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603463324 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:17:50] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603469887 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:17:50] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=0&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&authkey=&timestamp=1563603469887 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:18:07] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=182&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603487663 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:18:07] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.detail&id=182&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563603487663 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:18:37] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603506784 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:18:37] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603506784 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:21:18] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603667561 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:21:18] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603667561 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:22:28] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603737439 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:22:28] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603737439 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:23:29] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603798257 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:23:29] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603798257 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:23:44] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603813588 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:23:44] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.commission.count&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1563603813588 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:23:54] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603824241 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:23:54] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&status=1&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603824241 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:24:09] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&keyword=&begin_time=&end_time=&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603838645 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:24:09] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.order.get_list&page=1&keyword=&begin_time=&end_time=&merchid=&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&authkey=&timestamp=1563603838645 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604322919 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604322919 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604323090 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604323090 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604323141 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604323141 yoxwechatbusinessModel::set_user:END
[2019-07-20 14:32:03] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5Ak51G9M881eXJ2gvCLiwUo&mid=&merchid=&authkey=&timestamp=1563604323166 yoxwechatbusinessModel::set_user:BEGIN
