[2019-06-18 00:37:15] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5BPMwIrl7Osnul3p9CK-DEE&mid=&merchid=&authkey=YzViOFhYWjJqOFdKMjkzRTczQTFXMFNGRXdoNkJsa0s4ZjhzcTZpaDl4eGZpSzMxYzZlcmI5YmhNYUNhVnpvR0xaZzd1RTU4&timestamp=1560789437375 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 05:14:37] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5Aty9rJBXJ-6yb2gleUqkPo&mid=&merchid=&authkey=&timestamp=1560806077318 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:11:10] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=NGQwYnNad2tBem5VTmxUeVNZbGNwcExWZkE1M2NLV2pReUhDL2c4TWdVUG9LaWNiampOY1JUbUs5bG95SkdVY3NXbU16V2MrMWRhRmxtRWowUExDNGxiMWdLVQ%3D%3D&timestamp=1560816670153 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=NGQwYnNad2tBem5VTmxUeVNZbGNwcExWZkE1M2NLV2pReUhDL2c4TWdVUG9LaWNiampOY1JUbUs5bG95SkdVY3NXbU16V2MrMWRhRmxtRWowUExDNGxiMWdLVQ%3D%3D&timestamp=1560816670263 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:10] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&authkey=NGQwYnNad2tBem5VTmxUeVNZbGNwcExWZkE1M2NLV2pReUhDL2c4TWdVUG9LaWNiampOY1JUbUs5bG95SkdVY3NXbU16V2MrMWRhRmxtRWowUExDNGxiMWdLVQ%3D%3D&timestamp=1560816670082 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=NGQwYnNad2tBem5VTmxUeVNZbGNwcExWZkE1M2NLV2pReUhDL2c4TWdVUG9LaWNiampOY1JUbUs5bG95SkdVY3NXbU16V2MrMWRhRmxtRWowUExDNGxiMWdLVQ%3D%3D&timestamp=1560816670339 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=NGQwYnNad2tBem5VTmxUeVNZbGNwcExWZkE1M2NLV2pReUhDL2c4TWdVUG9LaWNiampOY1JUbUs5bG95SkdVY3NXbU16V2MrMWRhRmxtRWowUExDNGxiMWdLVQ%3D%3D&timestamp=1560816670306 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:20] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816679807 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:20] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816679739 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816679955 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816680082 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:20] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816680132 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:21] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816680792 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816680966 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:21] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816680876 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816681038 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:21] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=YjlkMkRHS1g4VXhLWVNIVDYyMVNwclN1NUgrL2NPbzhlcUxLQjI2MHVzWXp0b0h6Um9QVTNlRkcxNjNqZFVGSlI2SWRBU3RDU290M0pCTC9HU2NjdnpFbU1hckhXcVRFYW1RQ1NiQm14VE9UZEE%3D&timestamp=1560816681084 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:24] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816683598 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816683824 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:24] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816683741 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816683942 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:11:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816683867 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816723870 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816723786 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816723910 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816730968 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816730968 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816731106 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816731106 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816731172 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:11] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=ZGE1ZXNxQktPMjVXQTFNV0hIajN1TkhUV1pkU0FrN1RpSE95d21yUmxHTlI3THFkL1oxWjBhME0vMXBRekVaYUFVaXF2SmRQendqWExuQm03V1Q3MSsxaEpwOA%3D%3D&timestamp=1560816731172 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816752967 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816752967 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816753014 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816753014 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816753081 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:33] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816753081 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:40] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816759648 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:40] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816759648 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:40] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816759683 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:40] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816759683 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765624 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765624 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765565 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=2&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765397 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=2&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765397 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765565 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765494 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:47] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816765494 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775251 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775251 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775466 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775389 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775466 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:12:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816775389 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:00] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816780161 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:00] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816780191 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:00] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816780191 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:00] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816780161 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=2&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816787592 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=2&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816787592 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788957 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788957 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788931 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788900 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788931 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:13:10] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816788900 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843615 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843615 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843735 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843687 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843735 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:04] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816843687 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816848101 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_list&page=1&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816848101 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816848076 yoxwechatbusinessModel::set_user:BEGIN
[2019-06-18 08:14:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_category&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816848076 yoxwechatbusinessModel::set_user:END
[2019-06-18 08:14:12] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5JXRfI7O6B0f71AK_wolcUk&mid=&merchid=&authkey=&timestamp=1560816852181 yoxwechatbusinessModel::set_user:BEGIN
