[2019-07-26 09:05:03] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=ZWNlMkNQWkx4dTV5OERQeVloWDcvaUNRWnRMdTVLR1BOc0VNYVBnL0lqcENOWWZHUmsxQWMxMDFNTUtGWExJNlROcjN6WEJBMXNZMXhqeEZYVWNTZHVaRkRzNXhWZmRWaEU5RWhFZE8rK2xkQ3c%3D&timestamp=1564103084880 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129988365 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129988365 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129988629 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129988629 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989039 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:08] trace  /app/ewei_shopv2_api.php?i=2&r=package.get_list&goodsid=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989039 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989230 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=63&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989230 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989958 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129989958 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129990005 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129990005 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129990537 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129990537 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:33:11] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129991219 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:33:11] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564129991219 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130051074 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:10] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130051074 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:27] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130067910 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:27] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=20&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130067910 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093634 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093634 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093734 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093734 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093803 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093803 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093829 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:53] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093829 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:54] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093854 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:54] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130093854 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130097778 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130097778 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130097801 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130097801 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130098088 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:57] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130098088 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:34:58] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130098725 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:34:58] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130098725 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130102051 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:01] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=24&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130102051 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:13] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130113993 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:13] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130113993 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114093 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:13] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114093 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114163 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114163 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114190 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114190 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114219 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:35:14] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130114219 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229153 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229153 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229177 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229177 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229461 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130229461 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130230128 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=34&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130230128 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:13] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=0&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130233307 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:13] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=0&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130233307 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:13] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=1&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130233953 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:13] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=1&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130233953 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:37:14] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=0&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130235076 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:37:14] trace  /app/ewei_shopv2_api.php?i=2&r=member.favorite.toggle&id=34&isfavorite=0&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130235076 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424253 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424253 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424348 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424348 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424429 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424429 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424461 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424461 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424495 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:24] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130424495 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130428829 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130428829 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130428861 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130428861 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130429130 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:28] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130429130 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:29] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130429742 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:29] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130429742 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:36] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130436645 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:36] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_picker&id=21&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130436645 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:38] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.add&timestamp=1564130438688 id=21; total=1; optionid=; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=; 
yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:38] trace  /app/ewei_shopv2_api.php?i=2&r=member.cart.add&timestamp=1564130438688 id=21; total=1; optionid=; comefrom=wxapp; openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg; mid=; merchid=; authkey=; 
yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450737 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450737 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450765 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450765 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450791 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:50] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130450791 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:54] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130454290 yoxwechatbusinessModel::set_user:BEGIN
[2019-07-26 16:40:54] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130454290 yoxwechatbusinessModel::set_user:END
[2019-07-26 16:40:54] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E6FV0vFTKNh9Sr-s7BSShg&mid=&merchid=&authkey=&timestamp=1564130454531 yoxwechatbusinessModel::set_user:BEGIN
